Species,Lineage,Sublineage,ST,Clonal_group,Genetic_cluster
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL869,869,ClG869,GC50
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL466,466,ClG466,GC27
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL466,466,ClG466,GC27
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL869,869,ClG869,GC50
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL466,466,ClG466,GC27
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL466,466,ClG466,GC27
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_5,SL100,100,ClG10132,GC167
C. diphtheriae,0_0,SL916,916,ClG916,GC534
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL395,885,ClG10252,GC755
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL886,886,ClG886,GC140
C. diphtheriae,0_0,SL395,887,ClG887,GC463
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL395,888,ClG888,GC136
C. diphtheriae,0_0,SL395,888,ClG888,GC136
C. diphtheriae,0_0,SL890,890,ClG890,GC466
C. diphtheriae,0_0,SL395,395,ClG395,GC601
C. diphtheriae,0_0,SL891,891,ClG10131,GC913
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL395,395,ClG395,GC282
C. diphtheriae,0_0,SL894,894,ClG894,GC469
C. diphtheriae,0_0,SL886,886,ClG886,GC140
C. diphtheriae,0_0,SL886,886,ClG10095,GC951
C. diphtheriae,0_0,SL395,885,ClG885,GC45
C. diphtheriae,0_0,SL395,885,ClG885,GC45
C. diphtheriae,0_0,SL395,885,ClG885,GC45
C. diphtheriae,0_0,SL395,885,ClG885,GC45
C. diphtheriae,0_0,SL395,885,ClG885,GC45
C. diphtheriae,0_0,SL395,885,ClG885,GC45
C. diphtheriae,0_0,SL395,885,ClG885,GC45
C. diphtheriae,0_0,SL395,904,ClG904,GC159
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL869,869,ClG869,GC50
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL416,416,ClG10137,GC129
C. diphtheriae,0_0,SL609,609,ClG609,GC269
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL302,302,ClG302,GC112
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,698,ClG698,GC26
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL183,549,ClG549,GC215
C. diphtheriae,0_0,SL183,183,ClG10239,GC61
C. diphtheriae,0_0,SL856,852,ClG852,GC234
C. diphtheriae,0_0,SL856,856,ClG856,GC78
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG10117,GC25
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,698,ClG698,GC26
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,698,ClG698,GC26
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL183,183,ClG10239,GC61
C. diphtheriae,0_0,SL466,466,ClG466,GC27
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL869,869,ClG869,GC50
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL121,912,ClG912,GC188
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL183,183,ClG10239,GC61
C. diphtheriae,0_0,SL574,698,ClG698,GC26
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,698,ClG698,GC26
C. diphtheriae,0_0,SL466,466,ClG466,GC27
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,698,ClG698,GC26
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL856,856,ClG856,GC78
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,698,ClG698,GC26
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,698,ClG698,GC26
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL8,8,ClG8,GC29
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL466,466,ClG466,GC27
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL466,466,ClG466,GC27
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL869,869,ClG869,GC50
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL466,466,ClG466,GC27
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL466,466,ClG466,GC27
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL869,869,ClG869,GC50
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL466,466,ClG466,GC27
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL466,466,ClG466,GC27
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
